Altium Designer Pick and Place Locations
C:\Users\vvosahlo\cernbox\Documents\altium\fastic-readout-hw-v2.0\Project Outputs for fastic-readout\Pick Place for fastic-readout_PANEL(fastic-readout).csv

========================================================================================================================
File Design Information:

Date:       28/11/24
Time:       10:37
Revision:   Not in VersionControl
Variant:    fastic-readout
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"C131","3.3pF","TopLayer","CAPC1005X55N","104.4400","118.6000","90","Non-polarised capacitor"
"C132","100nF","TopLayer","CAPC1005X55N","24.1997","34.4150","180","Non-polarised capacitor"
"C132","100nF","TopLayer","CAPC1005X55N","24.1997","104.4150","180","Non-polarised capacitor"
"C132","100nF","TopLayer","CAPC1005X55N","94.1997","34.4150","180","Non-polarised capacitor"
"C132","100nF","TopLayer","CAPC1005X55N","94.1997","104.4150","180","Non-polarised capacitor"
"C133","2.2uF","TopLayer","CAPC1608X90N","26.8997","35.1350","270","Non-polarised capacitor"
"C133","2.2uF","TopLayer","CAPC1608X90N","26.8997","105.1350","270","Non-polarised capacitor"
"C133","2.2uF","TopLayer","CAPC1608X90N","96.8997","35.1350","270","Non-polarised capacitor"
"C133","2.2uF","TopLayer","CAPC1608X90N","96.8997","105.1350","270","Non-polarised capacitor"
"C134","220pF","TopLayer","CAPC1005X55N","22.3223","39.2241","0","Non-polarised capacitor"
"C134","220pF","TopLayer","CAPC1005X55N","22.3223","109.2241","0","Non-polarised capacitor"
"C134","220pF","TopLayer","CAPC1005X55N","92.3223","39.2241","0","Non-polarised capacitor"
"C134","220pF","TopLayer","CAPC1005X55N","92.3223","109.2241","0","Non-polarised capacitor"
"C135","220pF","TopLayer","CAPC1005X55N","20.7997","37.1500","270","Non-polarised capacitor"
"C135","220pF","TopLayer","CAPC1005X55N","20.7997","107.1500","270","Non-polarised capacitor"
"C135","220pF","TopLayer","CAPC1005X55N","90.7997","37.1500","270","Non-polarised capacitor"
"C135","220pF","TopLayer","CAPC1005X55N","90.7997","107.1500","270","Non-polarised capacitor"
"C136","2.2uF","BottomLayer","CAPC1608X90N","26.6577","30.0724","180","Non-polarised capacitor"
"C136","2.2uF","BottomLayer","CAPC1608X90N","26.6577","100.0724","180","Non-polarised capacitor"
"C136","2.2uF","BottomLayer","CAPC1608X90N","96.6577","30.0724","180","Non-polarised capacitor"
"C136","2.2uF","BottomLayer","CAPC1608X90N","96.6577","100.0724","180","Non-polarised capacitor"
"C137","100nF","BottomLayer","CAPC1005X55N","19.5868","25.7000","270","Non-polarised capacitor"
"C137","100nF","BottomLayer","CAPC1005X55N","19.5868","95.7000","270","Non-polarised capacitor"
"C137","100nF","BottomLayer","CAPC1005X55N","89.5868","25.7000","270","Non-polarised capacitor"
"C137","100nF","BottomLayer","CAPC1005X55N","89.5868","95.7000","270","Non-polarised capacitor"
"C138","100nF","BottomLayer","CAPC1005X55N","19.5877","21.0479","90","Non-polarised capacitor"
"C138","100nF","BottomLayer","CAPC1005X55N","19.5877","91.0479","90","Non-polarised capacitor"
"C138","100nF","BottomLayer","CAPC1005X55N","89.5877","21.0479","90","Non-polarised capacitor"
"C138","100nF","BottomLayer","CAPC1005X55N","89.5877","91.0479","90","Non-polarised capacitor"
"C139","100nF","BottomLayer","CAPC1005X55N","30.2577","14.3879","0","Non-polarised capacitor"
"C139","100nF","BottomLayer","CAPC1005X55N","30.2577","84.3879","0","Non-polarised capacitor"
"C139","100nF","BottomLayer","CAPC1005X55N","100.2577","14.3879","0","Non-polarised capacitor"
"C139","100nF","BottomLayer","CAPC1005X55N","100.2577","84.3879","0","Non-polarised capacitor"
"C140","100nF","BottomLayer","CAPC1005X55N","24.2477","29.9074","180","Non-polarised capacitor"
"C140","100nF","BottomLayer","CAPC1005X55N","24.2477","99.9074","180","Non-polarised capacitor"
"C140","100nF","BottomLayer","CAPC1005X55N","94.2477","29.9074","180","Non-polarised capacitor"
"C140","100nF","BottomLayer","CAPC1005X55N","94.2477","99.9074","180","Non-polarised capacitor"
"C141","100nF","BottomLayer","CAPC1005X55N","35.0077","16.1500","270","Non-polarised capacitor"
"C141","100nF","BottomLayer","CAPC1005X55N","35.0077","86.1500","270","Non-polarised capacitor"
"C141","100nF","BottomLayer","CAPC1005X55N","105.0077","16.1500","270","Non-polarised capacitor"
"C141","100nF","BottomLayer","CAPC1005X55N","105.0077","86.1500","270","Non-polarised capacitor"
"C142","100nF","TopLayer","CAPC1005X55N","25.6347","35.6000","90","Non-polarised capacitor"
"C142","100nF","TopLayer","CAPC1005X55N","25.6347","105.6000","90","Non-polarised capacitor"
"C142","100nF","TopLayer","CAPC1005X55N","95.6347","35.6000","90","Non-polarised capacitor"
"C142","100nF","TopLayer","CAPC1005X55N","95.6347","105.6000","90","Non-polarised capacitor"
"C145","100nF","TopLayer","CAPC1005X55N","59.3500","32.5359","0","Non-polarised capacitor"
"C145","100nF","TopLayer","CAPC1005X55N","59.3500","102.5359","0","Non-polarised capacitor"
"C145","100nF","TopLayer","CAPC1005X55N","129.3500","32.5359","0","Non-polarised capacitor"
"C145","100nF","TopLayer","CAPC1005X55N","129.3500","102.5359","0","Non-polarised capacitor"
"C146","100pF","TopLayer","CAPC1005X55N","56.3500","34.6000","180","Non-polarised capacitor"
"C146","100pF","TopLayer","CAPC1005X55N","56.3500","104.6000","180","Non-polarised capacitor"
"C146","100pF","TopLayer","CAPC1005X55N","126.3500","34.6000","180","Non-polarised capacitor"
"C146","100pF","TopLayer","CAPC1005X55N","126.3500","104.6000","180","Non-polarised capacitor"
"C7_FASTIC1","470pF","TopLayer","CAPC1005X55N","59.2900","64.2296","180","Non-polarised capacitor"
"C7_FASTIC1","470pF","TopLayer","CAPC1005X55N","59.2900","134.2296","180","Non-polarised capacitor"
"C7_FASTIC1","470pF","TopLayer","CAPC1005X55N","129.2900","64.2296","180","Non-polarised capacitor"
"C7_FASTIC1","470pF","TopLayer","CAPC1005X55N","129.2900","134.2296","180","Non-polarised capacitor"
"C7_FASTIC2","470pF","TopLayer","CAPC1005X55N","56.1000","18.7958","270","Non-polarised capacitor"
"C7_FASTIC2","470pF","TopLayer","CAPC1005X55N","56.1000","88.7958","270","Non-polarised capacitor"
"C7_FASTIC2","470pF","TopLayer","CAPC1005X55N","126.1000","18.7958","270","Non-polarised capacitor"
"C7_FASTIC2","470pF","TopLayer","CAPC1005X55N","126.1000","88.7958","270","Non-polarised capacitor"
"C8_FASTIC1","100nF","TopLayer","CAPC1005X55N","23.3428","11.4629","180","Non-polarised capacitor"
"C8_FASTIC1","100nF","TopLayer","CAPC1005X55N","23.3428","81.4629","180","Non-polarised capacitor"
"C8_FASTIC1","100nF","TopLayer","CAPC1005X55N","93.3428","11.4629","180","Non-polarised capacitor"
"C8_FASTIC1","100nF","TopLayer","CAPC1005X55N","93.3428","81.4629","180","Non-polarised capacitor"
"C8_FASTIC2","100nF","TopLayer","CAPC1005X55N","15.9088","29.7678","270","Non-polarised capacitor"
"C8_FASTIC2","100nF","TopLayer","CAPC1005X55N","15.9088","99.7678","270","Non-polarised capacitor"
"C8_FASTIC2","100nF","TopLayer","CAPC1005X55N","85.9088","29.7678","270","Non-polarised capacitor"
"C8_FASTIC2","100nF","TopLayer","CAPC1005X55N","85.9088","99.7678","270","Non-polarised capacitor"
"C9_FASTIC1","100nF","TopLayer","CAPC1005X55N","40.2939","61.4237","0","Non-polarised capacitor"
"C9_FASTIC1","100nF","TopLayer","CAPC1005X55N","40.2939","131.4237","0","Non-polarised capacitor"
"C9_FASTIC1","100nF","TopLayer","CAPC1005X55N","110.2939","61.4237","0","Non-polarised capacitor"
"C9_FASTIC1","100nF","TopLayer","CAPC1005X55N","110.2939","131.4237","0","Non-polarised capacitor"
"C9_FASTIC2","100nF","TopLayer","CAPC1005X55N","58.2752","15.0500","180","Non-polarised capacitor"
"C9_FASTIC2","100nF","TopLayer","CAPC1005X55N","58.2752","85.0500","180","Non-polarised capacitor"
"C9_FASTIC2","100nF","TopLayer","CAPC1005X55N","128.2752","15.0500","180","Non-polarised capacitor"
"C9_FASTIC2","100nF","TopLayer","CAPC1005X55N","128.2752","85.0500","180","Non-polarised capacitor"
"C10_FASTIC1","100nF","TopLayer","CAPC1005X55N","42.5939","61.4237","180","Non-polarised capacitor"
"C10_FASTIC1","100nF","TopLayer","CAPC1005X55N","42.5939","131.4237","180","Non-polarised capacitor"
"C10_FASTIC1","100nF","TopLayer","CAPC1005X55N","112.5939","61.4237","180","Non-polarised capacitor"
"C10_FASTIC1","100nF","TopLayer","CAPC1005X55N","112.5939","131.4237","180","Non-polarised capacitor"
"C10_FASTIC2","100nF","TopLayer","CAPC1005X55N","55.9752","15.0500","0","Non-polarised capacitor"
"C10_FASTIC2","100nF","TopLayer","CAPC1005X55N","55.9752","85.0500","0","Non-polarised capacitor"
"C10_FASTIC2","100nF","TopLayer","CAPC1005X55N","125.9752","15.0500","0","Non-polarised capacitor"
"C10_FASTIC2","100nF","TopLayer","CAPC1005X55N","125.9752","85.0500","0","Non-polarised capacitor"
"C11_FASTIC1","100nF","TopLayer","CAPC1005X55N","45.5391","62.0236","270","Non-polarised capacitor"
"C11_FASTIC1","100nF","TopLayer","CAPC1005X55N","45.5391","132.0236","270","Non-polarised capacitor"
"C11_FASTIC1","100nF","TopLayer","CAPC1005X55N","115.5391","62.0236","270","Non-polarised capacitor"
"C11_FASTIC1","100nF","TopLayer","CAPC1005X55N","115.5391","132.0236","270","Non-polarised capacitor"
"C11_FASTIC2","100nF","TopLayer","CAPC1005X55N","53.2000","14.4876","90","Non-polarised capacitor"
"C11_FASTIC2","100nF","TopLayer","CAPC1005X55N","53.2000","84.4876","90","Non-polarised capacitor"
"C11_FASTIC2","100nF","TopLayer","CAPC1005X55N","123.2000","14.4876","90","Non-polarised capacitor"
"C11_FASTIC2","100nF","TopLayer","CAPC1005X55N","123.2000","84.4876","90","Non-polarised capacitor"
"C22_FASTIC1","10nF","TopLayer","CAPC1005X55N","36.3567","26.8664","180","Non-polarised capacitor"
"C22_FASTIC1","10nF","TopLayer","CAPC1005X55N","36.3567","96.8664","180","Non-polarised capacitor"
"C22_FASTIC1","10nF","TopLayer","CAPC1005X55N","106.3567","26.8664","180","Non-polarised capacitor"
"C22_FASTIC1","10nF","TopLayer","CAPC1005X55N","106.3567","96.8664","180","Non-polarised capacitor"
"C22_FASTIC2","10nF","TopLayer","CAPC1005X55N","36.3567","29.6264","180","Non-polarised capacitor"
"C22_FASTIC2","10nF","TopLayer","CAPC1005X55N","36.3567","99.6264","180","Non-polarised capacitor"
"C22_FASTIC2","10nF","TopLayer","CAPC1005X55N","106.3567","29.6264","180","Non-polarised capacitor"
"C22_FASTIC2","10nF","TopLayer","CAPC1005X55N","106.3567","99.6264","180","Non-polarised capacitor"
"C23_FASTIC1","10nF","TopLayer","CAPC1005X55N","49.2782","64.3337","270","Non-polarised capacitor"
"C23_FASTIC1","10nF","TopLayer","CAPC1005X55N","49.2782","134.3337","270","Non-polarised capacitor"
"C23_FASTIC1","10nF","TopLayer","CAPC1005X55N","119.2783","64.3337","270","Non-polarised capacitor"
"C23_FASTIC1","10nF","TopLayer","CAPC1005X55N","119.2783","134.3337","270","Non-polarised capacitor"
"C23_FASTIC2","10nF","TopLayer","CAPC1005X55N","50.3900","12.1776","90","Non-polarised capacitor"
"C23_FASTIC2","10nF","TopLayer","CAPC1005X55N","50.3900","82.1776","90","Non-polarised capacitor"
"C23_FASTIC2","10nF","TopLayer","CAPC1005X55N","120.3900","12.1776","90","Non-polarised capacitor"
"C23_FASTIC2","10nF","TopLayer","CAPC1005X55N","120.3900","82.1776","90","Non-polarised capacitor"
"C47_FASTIC1","4.7uF","TopLayer","CAPC1608X87N","42.1000","50.7400","270","Non-polarised capacitor"
"C47_FASTIC1","4.7uF","TopLayer","CAPC1608X87N","42.1000","120.7400","270","Non-polarised capacitor"
"C47_FASTIC1","4.7uF","TopLayer","CAPC1608X87N","112.1000","50.7400","270","Non-polarised capacitor"
"C47_FASTIC1","4.7uF","TopLayer","CAPC1608X87N","112.1000","120.7400","270","Non-polarised capacitor"
"C47_FASTIC2","4.7uF","TopLayer","CAPC1608X87N","58.5000","29.2600","90","Non-polarised capacitor"
"C47_FASTIC2","4.7uF","TopLayer","CAPC1608X87N","58.5000","99.2600","90","Non-polarised capacitor"
"C47_FASTIC2","4.7uF","TopLayer","CAPC1608X87N","128.5000","29.2600","90","Non-polarised capacitor"
"C47_FASTIC2","4.7uF","TopLayer","CAPC1608X87N","128.5000","99.2600","90","Non-polarised capacitor"
"C51_FASTIC1","100nF","TopLayer","CAPC1005X55N","46.8900","47.0000","270","Non-polarised capacitor"
"C51_FASTIC1","100nF","TopLayer","CAPC1005X55N","46.8900","117.0000","270","Non-polarised capacitor"
"C51_FASTIC1","100nF","TopLayer","CAPC1005X55N","116.8900","47.0000","270","Non-polarised capacitor"
"C51_FASTIC1","100nF","TopLayer","CAPC1005X55N","116.8900","117.0000","270","Non-polarised capacitor"
"C51_FASTIC2","100nF","TopLayer","CAPC1005X55N","53.7100","33.0000","90","Non-polarised capacitor"
"C51_FASTIC2","100nF","TopLayer","CAPC1005X55N","53.7100","103.0000","90","Non-polarised capacitor"
"C51_FASTIC2","100nF","TopLayer","CAPC1005X55N","123.7100","33.0000","90","Non-polarised capacitor"
"C51_FASTIC2","100nF","TopLayer","CAPC1005X55N","123.7100","103.0000","90","Non-polarised capacitor"
"C52_FASTIC1","100nF","TopLayer","CAPC1005X55N","48.7000","47.0000","270","Non-polarised capacitor"
"C52_FASTIC1","100nF","TopLayer","CAPC1005X55N","48.7000","117.0000","270","Non-polarised capacitor"
"C52_FASTIC1","100nF","TopLayer","CAPC1005X55N","118.7000","47.0000","270","Non-polarised capacitor"
"C52_FASTIC1","100nF","TopLayer","CAPC1005X55N","118.7000","117.0000","270","Non-polarised capacitor"
"C52_FASTIC2","100nF","TopLayer","CAPC1005X55N","51.9000","33.0000","90","Non-polarised capacitor"
"C52_FASTIC2","100nF","TopLayer","CAPC1005X55N","51.9000","103.0000","90","Non-polarised capacitor"
"C52_FASTIC2","100nF","TopLayer","CAPC1005X55N","121.9000","33.0000","90","Non-polarised capacitor"
"C52_FASTIC2","100nF","TopLayer","CAPC1005X55N","121.9000","103.0000","90","Non-polarised capacitor"
"C53_FASTIC1","100nF","TopLayer","CAPC1005X55N","50.3000","47.0000","270","Non-polarised capacitor"
"C53_FASTIC1","100nF","TopLayer","CAPC1005X55N","50.3000","117.0000","270","Non-polarised capacitor"
"C53_FASTIC1","100nF","TopLayer","CAPC1005X55N","120.3000","47.0000","270","Non-polarised capacitor"
"C53_FASTIC1","100nF","TopLayer","CAPC1005X55N","120.3000","117.0000","270","Non-polarised capacitor"
"C53_FASTIC2","100nF","TopLayer","CAPC1005X55N","50.3000","33.0000","90","Non-polarised capacitor"
"C53_FASTIC2","100nF","TopLayer","CAPC1005X55N","50.3000","103.0000","90","Non-polarised capacitor"
"C53_FASTIC2","100nF","TopLayer","CAPC1005X55N","120.3000","33.0000","90","Non-polarised capacitor"
"C53_FASTIC2","100nF","TopLayer","CAPC1005X55N","120.3000","103.0000","90","Non-polarised capacitor"
"C54_FASTIC1","100nF","TopLayer","CAPC1005X55N","51.5000","47.0000","270","Non-polarised capacitor"
"C54_FASTIC1","100nF","TopLayer","CAPC1005X55N","51.5000","117.0000","270","Non-polarised capacitor"
"C54_FASTIC1","100nF","TopLayer","CAPC1005X55N","121.5000","47.0000","270","Non-polarised capacitor"
"C54_FASTIC1","100nF","TopLayer","CAPC1005X55N","121.5000","117.0000","270","Non-polarised capacitor"
"C54_FASTIC2","100nF","TopLayer","CAPC1005X55N","49.1000","33.0000","90","Non-polarised capacitor"
"C54_FASTIC2","100nF","TopLayer","CAPC1005X55N","49.1000","103.0000","90","Non-polarised capacitor"
"C54_FASTIC2","100nF","TopLayer","CAPC1005X55N","119.1000","33.0000","90","Non-polarised capacitor"
"C54_FASTIC2","100nF","TopLayer","CAPC1005X55N","119.1000","103.0000","90","Non-polarised capacitor"
"C55_FASTIC1","100nF","TopLayer","CAPC1005X55N","53.9800","47.0000","270","Non-polarised capacitor"
"C55_FASTIC1","100nF","TopLayer","CAPC1005X55N","53.9800","117.0000","270","Non-polarised capacitor"
"C55_FASTIC1","100nF","TopLayer","CAPC1005X55N","123.9800","47.0000","270","Non-polarised capacitor"
"C55_FASTIC1","100nF","TopLayer","CAPC1005X55N","123.9800","117.0000","270","Non-polarised capacitor"
"C55_FASTIC2","100nF","TopLayer","CAPC1005X55N","46.6200","33.0000","90","Non-polarised capacitor"
"C55_FASTIC2","100nF","TopLayer","CAPC1005X55N","46.6200","103.0000","90","Non-polarised capacitor"
"C55_FASTIC2","100nF","TopLayer","CAPC1005X55N","116.6200","33.0000","90","Non-polarised capacitor"
"C55_FASTIC2","100nF","TopLayer","CAPC1005X55N","116.6200","103.0000","90","Non-polarised capacitor"
"C56_FASTIC1","100nF","TopLayer","CAPC1005X55N","53.0600","47.0000","270","Non-polarised capacitor"
"C56_FASTIC1","100nF","TopLayer","CAPC1005X55N","53.0600","117.0000","270","Non-polarised capacitor"
"C56_FASTIC1","100nF","TopLayer","CAPC1005X55N","123.0600","47.0000","270","Non-polarised capacitor"
"C56_FASTIC1","100nF","TopLayer","CAPC1005X55N","123.0600","117.0000","270","Non-polarised capacitor"
"C56_FASTIC2","100nF","TopLayer","CAPC1005X55N","47.5400","33.0000","90","Non-polarised capacitor"
"C56_FASTIC2","100nF","TopLayer","CAPC1005X55N","47.5400","103.0000","90","Non-polarised capacitor"
"C56_FASTIC2","100nF","TopLayer","CAPC1005X55N","117.5400","33.0000","90","Non-polarised capacitor"
"C56_FASTIC2","100nF","TopLayer","CAPC1005X55N","117.5400","103.0000","90","Non-polarised capacitor"
"C57_FASTIC1","100nF","TopLayer","CAPC1005X55N","58.3000","49.5200","0","Non-polarised capacitor"
"C57_FASTIC1","100nF","TopLayer","CAPC1005X55N","58.3000","119.5200","0","Non-polarised capacitor"
"C57_FASTIC1","100nF","TopLayer","CAPC1005X55N","128.3000","49.5200","0","Non-polarised capacitor"
"C57_FASTIC1","100nF","TopLayer","CAPC1005X55N","128.3000","119.5200","0","Non-polarised capacitor"
"C57_FASTIC2","100nF","TopLayer","CAPC1005X55N","42.3000","30.4800","180","Non-polarised capacitor"
"C57_FASTIC2","100nF","TopLayer","CAPC1005X55N","42.3000","100.4800","180","Non-polarised capacitor"
"C57_FASTIC2","100nF","TopLayer","CAPC1005X55N","112.3000","30.4800","180","Non-polarised capacitor"
"C57_FASTIC2","100nF","TopLayer","CAPC1005X55N","112.3000","100.4800","180","Non-polarised capacitor"
"C58_FASTIC1","100nF","TopLayer","CAPC1005X55N","44.3000","49.5200","180","Non-polarised capacitor"
"C58_FASTIC1","100nF","TopLayer","CAPC1005X55N","44.3000","119.5200","180","Non-polarised capacitor"
"C58_FASTIC1","100nF","TopLayer","CAPC1005X55N","114.3000","49.5200","180","Non-polarised capacitor"
"C58_FASTIC1","100nF","TopLayer","CAPC1005X55N","114.3000","119.5200","180","Non-polarised capacitor"
"C58_FASTIC2","100nF","TopLayer","CAPC1005X55N","56.2800","30.4800","0","Non-polarised capacitor"
"C58_FASTIC2","100nF","TopLayer","CAPC1005X55N","56.2800","100.4800","0","Non-polarised capacitor"
"C58_FASTIC2","100nF","TopLayer","CAPC1005X55N","126.2800","30.4800","0","Non-polarised capacitor"
"C58_FASTIC2","100nF","TopLayer","CAPC1005X55N","126.2800","100.4800","0","Non-polarised capacitor"
"C59_FASTIC1","4.7uF","TopLayer","CAPC1608X87N","44.7450","47.2600","180","Non-polarised capacitor"
"C59_FASTIC1","4.7uF","TopLayer","CAPC1608X87N","44.7450","117.2600","180","Non-polarised capacitor"
"C59_FASTIC1","4.7uF","TopLayer","CAPC1608X87N","114.7450","47.2600","180","Non-polarised capacitor"
"C59_FASTIC1","4.7uF","TopLayer","CAPC1608X87N","114.7450","117.2600","180","Non-polarised capacitor"
"C59_FASTIC2","4.7uF","TopLayer","CAPC1608X87N","55.8550","32.7400","0","Non-polarised capacitor"
"C59_FASTIC2","4.7uF","TopLayer","CAPC1608X87N","55.8550","102.7400","0","Non-polarised capacitor"
"C59_FASTIC2","4.7uF","TopLayer","CAPC1608X87N","125.8550","32.7400","0","Non-polarised capacitor"
"C59_FASTIC2","4.7uF","TopLayer","CAPC1608X87N","125.8550","102.7400","0","Non-polarised capacitor"
"C60_FASTIC1","4.7uF","TopLayer","CAPC1608X87N","56.1250","46.7400","0","Non-polarised capacitor"
"C60_FASTIC1","4.7uF","TopLayer","CAPC1608X87N","56.1250","116.7400","0","Non-polarised capacitor"
"C60_FASTIC1","4.7uF","TopLayer","CAPC1608X87N","126.1250","46.7400","0","Non-polarised capacitor"
"C60_FASTIC1","4.7uF","TopLayer","CAPC1608X87N","126.1250","116.7400","0","Non-polarised capacitor"
"C60_FASTIC2","4.7uF","TopLayer","CAPC1608X87N","44.4750","33.2600","180","Non-polarised capacitor"
"C60_FASTIC2","4.7uF","TopLayer","CAPC1608X87N","44.4750","103.2600","180","Non-polarised capacitor"
"C60_FASTIC2","4.7uF","TopLayer","CAPC1608X87N","114.4750","33.2600","180","Non-polarised capacitor"
"C60_FASTIC2","4.7uF","TopLayer","CAPC1608X87N","114.4750","103.2600","180","Non-polarised capacitor"
"C61_FASTIC1","100nF","TopLayer","CAPC1005X55N","44.3000","55.1900","180","Non-polarised capacitor"
"C61_FASTIC1","100nF","TopLayer","CAPC1005X55N","44.3000","125.1900","180","Non-polarised capacitor"
"C61_FASTIC1","100nF","TopLayer","CAPC1005X55N","114.3000","55.1900","180","Non-polarised capacitor"
"C61_FASTIC1","100nF","TopLayer","CAPC1005X55N","114.3000","125.1900","180","Non-polarised capacitor"
"C61_FASTIC2","100nF","TopLayer","CAPC1005X55N","56.2800","24.8100","0","Non-polarised capacitor"
"C61_FASTIC2","100nF","TopLayer","CAPC1005X55N","56.2800","94.8100","0","Non-polarised capacitor"
"C61_FASTIC2","100nF","TopLayer","CAPC1005X55N","126.2800","24.8100","0","Non-polarised capacitor"
"C61_FASTIC2","100nF","TopLayer","CAPC1005X55N","126.2800","94.8100","0","Non-polarised capacitor"
"C62_FASTIC1","100nF","TopLayer","CAPC1005X55N","58.3000","58.5300","0","Non-polarised capacitor"
"C62_FASTIC1","100nF","TopLayer","CAPC1005X55N","58.3000","128.5300","0","Non-polarised capacitor"
"C62_FASTIC1","100nF","TopLayer","CAPC1005X55N","128.3000","58.5300","0","Non-polarised capacitor"
"C62_FASTIC1","100nF","TopLayer","CAPC1005X55N","128.3000","128.5300","0","Non-polarised capacitor"
"C62_FASTIC2","100nF","TopLayer","CAPC1005X55N","42.3000","21.4700","180","Non-polarised capacitor"
"C62_FASTIC2","100nF","TopLayer","CAPC1005X55N","42.3000","91.4700","180","Non-polarised capacitor"
"C62_FASTIC2","100nF","TopLayer","CAPC1005X55N","112.3000","21.4700","180","Non-polarised capacitor"
"C62_FASTIC2","100nF","TopLayer","CAPC1005X55N","112.3000","91.4700","180","Non-polarised capacitor"
"C63_FASTIC1","100nF","TopLayer","CAPC1005X55N","58.3000","54.9200","0","Non-polarised capacitor"
"C63_FASTIC1","100nF","TopLayer","CAPC1005X55N","58.3000","124.9200","0","Non-polarised capacitor"
"C63_FASTIC1","100nF","TopLayer","CAPC1005X55N","128.3000","54.9200","0","Non-polarised capacitor"
"C63_FASTIC1","100nF","TopLayer","CAPC1005X55N","128.3000","124.9200","0","Non-polarised capacitor"
"C63_FASTIC2","100nF","TopLayer","CAPC1005X55N","42.3000","25.0800","180","Non-polarised capacitor"
"C63_FASTIC2","100nF","TopLayer","CAPC1005X55N","42.3000","95.0800","180","Non-polarised capacitor"
"C63_FASTIC2","100nF","TopLayer","CAPC1005X55N","112.3000","25.0800","180","Non-polarised capacitor"
"C63_FASTIC2","100nF","TopLayer","CAPC1005X55N","112.3000","95.0800","180","Non-polarised capacitor"
"C64_FASTIC1","100nF","TopLayer","CAPC1005X55N","58.3000","52.8800","0","Non-polarised capacitor"
"C64_FASTIC1","100nF","TopLayer","CAPC1005X55N","58.3000","122.8800","0","Non-polarised capacitor"
"C64_FASTIC1","100nF","TopLayer","CAPC1005X55N","128.3000","52.8800","0","Non-polarised capacitor"
"C64_FASTIC1","100nF","TopLayer","CAPC1005X55N","128.3000","122.8800","0","Non-polarised capacitor"
"C64_FASTIC2","100nF","TopLayer","CAPC1005X55N","42.3000","27.1200","180","Non-polarised capacitor"
"C64_FASTIC2","100nF","TopLayer","CAPC1005X55N","42.3000","97.1200","180","Non-polarised capacitor"
"C64_FASTIC2","100nF","TopLayer","CAPC1005X55N","112.3000","27.1200","180","Non-polarised capacitor"
"C64_FASTIC2","100nF","TopLayer","CAPC1005X55N","112.3000","97.1200","180","Non-polarised capacitor"
"C65_FASTIC1","100nF","TopLayer","CAPC1005X55N","44.3000","52.8800","180","Non-polarised capacitor"
"C65_FASTIC1","100nF","TopLayer","CAPC1005X55N","44.3000","122.8800","180","Non-polarised capacitor"
"C65_FASTIC1","100nF","TopLayer","CAPC1005X55N","114.3000","52.8800","180","Non-polarised capacitor"
"C65_FASTIC1","100nF","TopLayer","CAPC1005X55N","114.3000","122.8800","180","Non-polarised capacitor"
"C65_FASTIC2","100nF","TopLayer","CAPC1005X55N","56.3000","27.1200","0","Non-polarised capacitor"
"C65_FASTIC2","100nF","TopLayer","CAPC1005X55N","56.3000","97.1200","0","Non-polarised capacitor"
"C65_FASTIC2","100nF","TopLayer","CAPC1005X55N","126.3000","27.1200","0","Non-polarised capacitor"
"C65_FASTIC2","100nF","TopLayer","CAPC1005X55N","126.3000","97.1200","0","Non-polarised capacitor"
"C66_FASTIC1","100nF","TopLayer","CAPC1005X55N","44.3000","54.2700","180","Non-polarised capacitor"
"C66_FASTIC1","100nF","TopLayer","CAPC1005X55N","44.3000","124.2700","180","Non-polarised capacitor"
"C66_FASTIC1","100nF","TopLayer","CAPC1005X55N","114.3000","54.2700","180","Non-polarised capacitor"
"C66_FASTIC1","100nF","TopLayer","CAPC1005X55N","114.3000","124.2700","180","Non-polarised capacitor"
"C66_FASTIC2","100nF","TopLayer","CAPC1005X55N","56.2800","25.7300","0","Non-polarised capacitor"
"C66_FASTIC2","100nF","TopLayer","CAPC1005X55N","56.2800","95.7300","0","Non-polarised capacitor"
"C66_FASTIC2","100nF","TopLayer","CAPC1005X55N","126.2800","25.7300","0","Non-polarised capacitor"
"C66_FASTIC2","100nF","TopLayer","CAPC1005X55N","126.2800","95.7300","0","Non-polarised capacitor"
"C67_FASTIC1","4.7uF","TopLayer","CAPC1608X87N","61.0000","55.0000","270","Non-polarised capacitor"
"C67_FASTIC1","4.7uF","TopLayer","CAPC1608X87N","61.0000","125.0000","270","Non-polarised capacitor"
"C67_FASTIC1","4.7uF","TopLayer","CAPC1608X87N","131.0000","55.0000","270","Non-polarised capacitor"
"C67_FASTIC1","4.7uF","TopLayer","CAPC1608X87N","131.0000","125.0000","270","Non-polarised capacitor"
"C67_FASTIC2","4.7uF","TopLayer","CAPC1608X87N","39.8000","26.8000","270","Non-polarised capacitor"
"C67_FASTIC2","4.7uF","TopLayer","CAPC1608X87N","39.8000","96.8000","270","Non-polarised capacitor"
"C67_FASTIC2","4.7uF","TopLayer","CAPC1608X87N","109.8000","26.8000","270","Non-polarised capacitor"
"C67_FASTIC2","4.7uF","TopLayer","CAPC1608X87N","109.8000","96.8000","270","Non-polarised capacitor"
"C68_FASTIC1","4.7uF","TopLayer","CAPC1608X87N","42.1000","53.9550","270","Non-polarised capacitor"
"C68_FASTIC1","4.7uF","TopLayer","CAPC1608X87N","42.1000","123.9550","270","Non-polarised capacitor"
